# arch	numCUs	testVector	perfConfig (exhaustive)
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 128 -H 28 -W 28 -k 512 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,64,8,64,16,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 128 -H 58 -W 58 -k 128 -y 3 -x 3 -p 0 -q 0 -u 2 -v 2 -l 1 -j 1 -m conv -g 1 -t 1	128,128,8,64,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 2048 -H 7 -W 7 -k 512 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	256,128,4,128,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 256 -H 14 -W 14 -k 1024 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,64,8,16,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 256 -H 14 -W 14 -k 256 -y 3 -x 3 -p 1 -q 1 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	128,128,4,64,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 256 -H 30 -W 30 -k 256 -y 3 -x 3 -p 0 -q 0 -u 2 -v 2 -l 1 -j 1 -m conv -g 1 -t 1	128,128,8,64,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 256 -H 56 -W 56 -k 128 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,64,8,64,16,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 256 -H 56 -W 56 -k 512 -y 1 -x 1 -p 0 -q 0 -u 2 -v 2 -l 1 -j 1 -m conv -g 1 -t 1	64,64,8,16,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 256 -H 56 -W 56 -k 64 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,64,8,32,32,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 512 -H 16 -W 16 -k 512 -y 3 -x 3 -p 0 -q 0 -u 2 -v 2 -l 1 -j 1 -m conv -g 1 -t 1	128,256,4,128,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 512 -H 28 -W 28 -k 1024 -y 1 -x 1 -p 0 -q 0 -u 2 -v 2 -l 1 -j 1 -m conv -g 1 -t 1	128,128,4,64,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 512 -H 28 -W 28 -k 128 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	128,128,8,64,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 512 -H 28 -W 28 -k 256 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	256,128,4,128,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 512 -H 7 -W 7 -k 2048 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	128,256,4,64,128,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 512 -H 7 -W 7 -k 512 -y 3 -x 3 -p 1 -q 1 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	128,128,4,64,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 64 -H 56 -W 56 -k 256 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,64,8,64,16,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 64 -H 56 -W 56 -k 64 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	32,128,8,16,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 64 -H 56 -W 56 -k 64 -y 3 -x 3 -p 1 -q 1 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,64,4,16,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 3 -H 230 -W 230 -k 64 -y 7 -x 7 -p 0 -q 0 -u 2 -v 2 -l 1 -j 1 -m conv -g 1 -t 1	64,256,2,64,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NHWC -I NHWC -O NHWC -F 1 -n 2 -c 1280 -H 32 -W 32 -k 640 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,64,8,16,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NHWC -I NHWC -O NHWC -F 1 -n 2 -c 1280 -H 32 -W 32 -k 640 -y 3 -x 3 -p 1 -q 1 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	128,32,4,32,32,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NHWC -I NHWC -O NHWC -F 1 -n 2 -c 1920 -H 16 -W 16 -k 1280 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,64,8,32,32,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NHWC -I NHWC -O NHWC -F 1 -n 2 -c 1920 -H 16 -W 16 -k 1280 -y 3 -x 3 -p 1 -q 1 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	128,32,8,64,16,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NHWC -I NHWC -O NHWC -F 1 -n 2 -c 1920 -H 32 -W 32 -k 640 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	128,64,8,32,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NHWC -I NHWC -O NHWC -F 1 -n 2 -c 1920 -H 32 -W 32 -k 640 -y 3 -x 3 -p 1 -q 1 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	128,32,8,64,32,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NHWC -I NHWC -O NHWC -F 1 -n 2 -c 320 -H 32 -W 32 -k 640 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,64,8,16,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NHWC -I NHWC -O NHWC -F 1 -n 2 -c 320 -H 32 -W 32 -k 640 -y 3 -x 3 -p 1 -q 1 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	128,32,4,32,32,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NHWC -I NHWC -O NHWC -F 1 -n 2 -c 320 -H 64 -W 64 -k 320 -y 3 -x 3 -p 1 -q 1 -u 2 -v 2 -l 1 -j 1 -m conv -g 1 -t 1	64,16,4,16,16,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NHWC -I NHWC -O NHWC -F 1 -n 2 -c 320 -H 64 -W 64 -k 4 -y 3 -x 3 -p 1 -q 1 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	16,16,8,16,16,4,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NHWC -I NHWC -O NHWC -F 1 -n 2 -c 640 -H 16 -W 16 -k 1280 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,32,8,64,16,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NHWC -I NHWC -O NHWC -F 1 -n 2 -c 640 -H 16 -W 16 -k 1280 -y 3 -x 3 -p 1 -q 1 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	128,32,8,32,32,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NHWC -I NHWC -O NHWC -F 1 -n 2 -c 640 -H 32 -W 32 -k 640 -y 3 -x 3 -p 1 -q 1 -u 2 -v 2 -l 1 -j 1 -m conv -g 1 -t 1	64,16,8,16,16,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NHWC -I NHWC -O NHWC -F 1 -n 2 -c 960 -H 32 -W 32 -k 640 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,64,8,64,16,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NHWC -I NHWC -O NHWC -F 1 -n 2 -c 960 -H 32 -W 32 -k 640 -y 3 -x 3 -p 1 -q 1 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	128,32,4,64,16,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NHWC -I NHWC -O NHWC -F 1 -n 2 -c 960 -H 64 -W 64 -k 320 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,128,4,32,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NHWC -I NHWC -O NHWC -F 1 -n 2 -c 960 -H 64 -W 64 -k 320 -y 3 -x 3 -p 1 -q 1 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,128,8,64,64,4,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NCHW -I NCHW -O NCHW -n 256 -c 1024 -H 14 -W 14 -k 2048 -y 1 -x 1 -p 0 -q 0 -u 2 -v 2 -l 1 -j 1 -m conv -g 1 -t 1	256,128,4,128,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NCHW -I NCHW -O NCHW -n 256 -c 1024 -H 14 -W 14 -k 256 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	256,128,4,128,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NCHW -I NCHW -O NCHW -n 256 -c 1024 -H 14 -W 14 -k 512 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	256,128,4,128,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NCHW -I NCHW -O NCHW -n 256 -c 128 -H 28 -W 28 -k 128 -y 3 -x 3 -p 1 -q 1 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	128,128,4,128,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NCHW -I NCHW -O NCHW -n 256 -c 128 -H 28 -W 28 -k 512 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	128,128,8,64,64,4,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NCHW -I NCHW -O NCHW -n 256 -c 128 -H 58 -W 58 -k 128 -y 3 -x 3 -p 0 -q 0 -u 2 -v 2 -l 1 -j 1 -m conv -g 1 -t 1	128,256,4,64,128,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NCHW -I NCHW -O NCHW -n 256 -c 2048 -H 7 -W 7 -k 512 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	256,128,4,128,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NCHW -I NCHW -O NCHW -n 256 -c 256 -H 14 -W 14 -k 1024 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	128,128,4,64,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NCHW -I NCHW -O NCHW -n 256 -c 256 -H 14 -W 14 -k 256 -y 3 -x 3 -p 1 -q 1 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	256,64,4,64,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NCHW -I NCHW -O NCHW -n 256 -c 256 -H 30 -W 30 -k 256 -y 3 -x 3 -p 0 -q 0 -u 2 -v 2 -l 1 -j 1 -m conv -g 1 -t 1	256,64,4,64,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NCHW -I NCHW -O NCHW -n 256 -c 256 -H 56 -W 56 -k 128 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,256,8,64,64,4,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NCHW -I NCHW -O NCHW -n 256 -c 256 -H 56 -W 56 -k 512 -y 1 -x 1 -p 0 -q 0 -u 2 -v 2 -l 1 -j 1 -m conv -g 1 -t 1	256,128,4,64,128,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NCHW -I NCHW -O NCHW -n 256 -c 256 -H 56 -W 56 -k 64 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	128,256,8,128,64,4,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NCHW -I NCHW -O NCHW -n 256 -c 512 -H 16 -W 16 -k 512 -y 3 -x 3 -p 0 -q 0 -u 2 -v 2 -l 1 -j 1 -m conv -g 1 -t 1	256,128,4,128,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NCHW -I NCHW -O NCHW -n 256 -c 512 -H 28 -W 28 -k 1024 -y 1 -x 1 -p 0 -q 0 -u 2 -v 2 -l 1 -j 1 -m conv -g 1 -t 1	256,128,4,128,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NCHW -I NCHW -O NCHW -n 256 -c 512 -H 28 -W 28 -k 128 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	128,256,8,64,128,4,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NCHW -I NCHW -O NCHW -n 256 -c 512 -H 28 -W 28 -k 256 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	128,128,8,64,64,4,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NCHW -I NCHW -O NCHW -n 256 -c 512 -H 7 -W 7 -k 2048 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	256,128,4,128,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NCHW -I NCHW -O NCHW -n 256 -c 512 -H 7 -W 7 -k 512 -y 3 -x 3 -p 1 -q 1 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	256,128,2,128,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NCHW -I NCHW -O NCHW -n 256 -c 64 -H 56 -W 56 -k 256 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,128,8,32,64,4,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NCHW -I NCHW -O NCHW -n 256 -c 64 -H 56 -W 56 -k 64 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	32,128,8,32,32,4,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NCHW -I NCHW -O NCHW -n 256 -c 64 -H 56 -W 56 -k 64 -y 3 -x 3 -p 1 -q 1 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,128,4,64,32,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -F 1 -f NCHW -I NCHW -O NCHW -n 256 -c 3 -H 230 -W 230 -k 64 -y 7 -x 7 -p 0 -q 0 -u 2 -v 2 -l 1 -j 1 -m conv -g 1 -t 1	128,256,4,128,64,4,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NCHW -I NCHW -O NCHW -F 1 -n 2 -c 1280 -H 32 -W 32 -k 640 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,64,8,16,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NCHW -I NCHW -O NCHW -F 1 -n 2 -c 1280 -H 32 -W 32 -k 640 -y 3 -x 3 -p 1 -q 1 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,64,8,64,32,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NCHW -I NCHW -O NCHW -F 1 -n 2 -c 1920 -H 16 -W 16 -k 1280 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,32,8,32,32,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NCHW -I NCHW -O NCHW -F 1 -n 2 -c 1920 -H 16 -W 16 -k 1280 -y 3 -x 3 -p 1 -q 1 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	128,32,8,32,32,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NCHW -I NCHW -O NCHW -F 1 -n 2 -c 1920 -H 32 -W 32 -k 640 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,128,8,64,32,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NCHW -I NCHW -O NCHW -F 1 -n 2 -c 1920 -H 32 -W 32 -k 640 -y 3 -x 3 -p 1 -q 1 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,64,8,64,32,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NCHW -I NCHW -O NCHW -F 1 -n 2 -c 320 -H 32 -W 32 -k 640 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,64,8,32,32,4,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NCHW -I NCHW -O NCHW -F 1 -n 2 -c 320 -H 32 -W 32 -k 640 -y 3 -x 3 -p 1 -q 1 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	128,32,8,64,32,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NCHW -I NCHW -O NCHW -F 1 -n 2 -c 320 -H 64 -W 64 -k 320 -y 3 -x 3 -p 1 -q 1 -u 2 -v 2 -l 1 -j 1 -m conv -g 1 -t 1	64,32,8,32,32,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NCHW -I NCHW -O NCHW -F 1 -n 2 -c 320 -H 64 -W 64 -k 4 -y 3 -x 3 -p 1 -q 1 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	16,32,4,16,16,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NCHW -I NCHW -O NCHW -F 1 -n 2 -c 640 -H 16 -W 16 -k 1280 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,32,8,32,32,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NCHW -I NCHW -O NCHW -F 1 -n 2 -c 640 -H 16 -W 16 -k 1280 -y 3 -x 3 -p 1 -q 1 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	128,32,8,32,32,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NCHW -I NCHW -O NCHW -F 1 -n 2 -c 640 -H 32 -W 32 -k 640 -y 3 -x 3 -p 1 -q 1 -u 2 -v 2 -l 1 -j 1 -m conv -g 1 -t 1	64,16,8,64,16,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NCHW -I NCHW -O NCHW -F 1 -n 2 -c 960 -H 32 -W 32 -k 640 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	128,32,4,32,32,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NCHW -I NCHW -O NCHW -F 1 -n 2 -c 960 -H 32 -W 32 -k 640 -y 3 -x 3 -p 1 -q 1 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	128,32,8,64,32,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NCHW -I NCHW -O NCHW -F 1 -n 2 -c 960 -H 64 -W 64 -k 320 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,128,4,32,64,8,1,1
gfx908:sramecc+:xnack-	120	convfp16 -f NCHW -I NCHW -O NCHW -F 1 -n 2 -c 960 -H 64 -W 64 -k 320 -y 3 -x 3 -p 1 -q 1 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,64,4,32,64,8,1,1
gfx908:sramecc+:xnack-	120	convint8 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 1024 -H 14 -W 14 -k 2048 -y 1 -x 1 -p 0 -q 0 -u 2 -v 2 -l 1 -j 1 -m conv -g 1 -t 1	128,64,4,32,64,16,1,1
gfx908:sramecc+:xnack-	120	convint8 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 1024 -H 14 -W 14 -k 256 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	128,128,4,64,64,16,1,1
gfx908:sramecc+:xnack-	120	convint8 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 1024 -H 14 -W 14 -k 512 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,64,4,64,16,16,1,1
gfx908:sramecc+:xnack-	120	convint8 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 128 -H 28 -W 28 -k 128 -y 3 -x 3 -p 1 -q 1 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	128,64,16,64,32,4,1,1
gfx908:sramecc+:xnack-	120	convint8 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 128 -H 28 -W 28 -k 512 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,64,32,16,64,4,1,1
gfx908:sramecc+:xnack-	120	convint8 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 128 -H 58 -W 58 -k 128 -y 3 -x 3 -p 0 -q 0 -u 2 -v 2 -l 1 -j 1 -m conv -g 1 -t 1	64,64,8,64,16,16,1,1
gfx908:sramecc+:xnack-	120	convint8 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 2048 -H 7 -W 7 -k 512 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,128,4,32,64,16,1,1
gfx908:sramecc+:xnack-	120	convint8 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 256 -H 14 -W 14 -k 1024 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,64,8,64,16,16,1,1
gfx908:sramecc+:xnack-	120	convint8 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 256 -H 14 -W 14 -k 256 -y 3 -x 3 -p 1 -q 1 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	256,64,16,64,64,4,1,1
gfx908:sramecc+:xnack-	120	convint8 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 256 -H 30 -W 30 -k 256 -y 3 -x 3 -p 0 -q 0 -u 2 -v 2 -l 1 -j 1 -m conv -g 1 -t 1	64,64,8,64,16,16,1,1
gfx908:sramecc+:xnack-	120	convint8 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 256 -H 56 -W 56 -k 128 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,64,8,16,64,16,1,1
gfx908:sramecc+:xnack-	120	convint8 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 256 -H 56 -W 56 -k 512 -y 1 -x 1 -p 0 -q 0 -u 2 -v 2 -l 1 -j 1 -m conv -g 1 -t 1	64,64,8,64,16,16,1,1
gfx908:sramecc+:xnack-	120	convint8 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 256 -H 56 -W 56 -k 64 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,64,16,16,64,16,1,1
gfx908:sramecc+:xnack-	120	convint8 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 512 -H 16 -W 16 -k 512 -y 3 -x 3 -p 0 -q 0 -u 2 -v 2 -l 1 -j 1 -m conv -g 1 -t 1	64,128,4,64,32,16,1,1
gfx908:sramecc+:xnack-	120	convint8 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 512 -H 28 -W 28 -k 1024 -y 1 -x 1 -p 0 -q 0 -u 2 -v 2 -l 1 -j 1 -m conv -g 1 -t 1	64,64,8,64,16,16,1,1
gfx908:sramecc+:xnack-	120	convint8 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 512 -H 28 -W 28 -k 128 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,64,8,16,64,16,1,1
gfx908:sramecc+:xnack-	120	convint8 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 512 -H 28 -W 28 -k 256 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	128,128,4,64,64,16,1,1
gfx908:sramecc+:xnack-	120	convint8 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 512 -H 7 -W 7 -k 2048 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,64,4,64,16,16,1,1
gfx908:sramecc+:xnack-	120	convint8 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 512 -H 7 -W 7 -k 512 -y 3 -x 3 -p 1 -q 1 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	128,64,16,32,64,4,1,1
gfx908:sramecc+:xnack-	120	convint8 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 64 -H 56 -W 56 -k 256 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,16,4,16,16,16,1,1
gfx908:sramecc+:xnack-	120	convint8 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 64 -H 56 -W 56 -k 64 -y 1 -x 1 -p 0 -q 0 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,16,8,16,16,4,1,1
gfx908:sramecc+:xnack-	120	convint8 -F 1 -f NHWC -I NHWC -O NHWC -n 256 -c 64 -H 56 -W 56 -k 64 -y 3 -x 3 -p 1 -q 1 -u 1 -v 1 -l 1 -j 1 -m conv -g 1 -t 1	64,64,16,16,64,4,1,1
